id,artist_names,track_name,source,key,mode,time_signature,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,duration_ms,weeks_on_chart,streams,cover_url,cover_url_md,album_name,release_date,spotify_url,preview_url,popularity
2CIYemjFXdmCWpJnfbtrD6,Khalid,New Normal,"Right Hand Music Group, LLC/RCA Records",C,Major,4 beats,0.39,0.534,0.0709,0.0807,0.0,0.184,0.244,-9.575,92.047,198765,1,5768653,https://i.scdn.co/image/ab67616d0000b273c1c70cbe6e93a599d1fb053a,https://i.scdn.co/image/ab67616d00001e02c1c70cbe6e93a599d1fb053a,New Normal,2021-07-21,https://open.spotify.com/track/2CIYemjFXdmCWpJnfbtrD6,,0.0
2CPqh63wRVscbceKcPxwvv,"Mike Perry, shy martin",The Ocean (feat. Shy Martin),DF Records,F,Major,4 beats,0.632,0.575,0.029,0.0225,1.81e-06,0.104,0.188,-6.478,90.037,183414,9,37831593,https://i.scdn.co/image/ab67616d0000b2737f401862bfe87b552a75308d,https://i.scdn.co/image/ab67616d00001e027f401862bfe87b552a75308d,The Ocean (feat. Shy Martin),2016-04-15,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,,0.0
2CRbiMK0W14l71SpDKqKZM,"KHEA, Bad Bunny, Duki, Cazzu",Loca - Remix,Rimas Entertainment LLC,G#/Ab,Major,4 beats,0.795,0.751,0.0675,0.337,0.0,0.0983,0.537,-3.661,113.033,346460,4,16442779,https://i.scdn.co/image/ab67616d0000b273d4a8bad3f223ab95ddea709f,https://i.scdn.co/image/ab67616d00001e02d4a8bad3f223ab95ddea709f,Loca Remix,2018-03-15,https://open.spotify.com/track/2CRbiMK0W14l71SpDKqKZM,,0.0
2CSRrnOEELmhpq8iaAi9cd,SZA,Blind,Top Dawg Entertainment/RCA Records,A,Minor,4 beats,0.461,0.279,0.0373,0.911,0.0,0.205,0.599,-11.776,114.225,150720,7,74844996,https://i.scdn.co/image/ab67616d0000b273bc18bdade69ec5ef0bb25b17,https://i.scdn.co/image/ab67616d00001e02bc18bdade69ec5ef0bb25b17,SOS,2022-12-09,https://open.spotify.com/track/2CSRrnOEELmhpq8iaAi9cd,,0.0
2CTN6UuO2dNEVZXR0DJVk2,Rita Ora,Only Want You,Atlantic Records UK,F#/Gb,Minor,4 beats,0.654,0.528,0.0412,0.0599,7.14e-05,0.0975,0.376,-6.224,82.014,180760,1,4997446,https://i.scdn.co/image/ab67616d0000b273f1b136eb0388414a8225a348,https://i.scdn.co/image/ab67616d00001e02f1b136eb0388414a8225a348,Phoenix (Deluxe Edition),2018-11-23,https://open.spotify.com/track/2CTN6UuO2dNEVZXR0DJVk2,,0.0
2CVChktEKBsM6v4IfdFU5k,Dhruv,double take,Little Worry/RCA Records,G#/Ab,Major,4 beats,0.654,0.434,0.0665,0.837,0.0,0.216,0.223,-11.163,109.069,171743,15,105223696,https://i.scdn.co/image/ab67616d0000b273bfa45ad8f63c2098a573b009,https://i.scdn.co/image/ab67616d00001e02bfa45ad8f63c2098a573b009,double take,2019-05-24,https://open.spotify.com/track/2CVChktEKBsM6v4IfdFU5k,,0.0
2CWnuF7ht55Ajyeg4WPvWu,BLACKPINK,DDU-DU DDU-DU,"2018 YG Entertainment, distributed through Interscope Records",E,Minor,4 beats,0.665,0.86,0.0761,0.0322,0.0,0.281,0.372,-3.921,139.973,209355,10,40125107,https://i.scdn.co/image/ab67616d0000b273e5957d41c907834318686c8b,https://i.scdn.co/image/ab67616d00001e02e5957d41c907834318686c8b,SQUARE UP,2018-06-15,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu,,0.0
2CYVETnhM9aytqrazYYwrK,Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,B,Minor,4 beats,0.66,0.817,0.0521,0.162,0.0,0.0667,0.714,-6.269,135.942,277592,5,37103911,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,https://i.scdn.co/image/ab67616d00001e02a48964b5d9a3d6968ae3e0de,Fearless (Taylor's Version),2021-04-09,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK,,0.0
2CdTLdDjwZdVcm0bresVWx,"J Balvin, Khalid",Otra Noche Sin Ti,"Sueños Globales, LLC",C,Minor,4 beats,0.503,0.548,0.164,0.0751,0.000234,0.145,0.441,-7.564,94.036,228920,4,28536016,https://i.scdn.co/image/ab67616d0000b2730be3514a5b184c135a27d7f1,https://i.scdn.co/image/ab67616d00001e020be3514a5b184c135a27d7f1,Otra Noche Sin Ti,2021-04-09,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx,,0.0
2Ce5IyMlVRVvN997ZJjJJA,"Future, Rihanna",Selfish (feat. Rihanna),Epic/Freebandz/A1,G#/Ab,Major,4 beats,0.415,0.369,0.0741,0.0303,7.64e-06,0.383,0.0913,-10.044,95.746,251423,18,123121561,https://i.scdn.co/image/ab67616d0000b273e91a0455fbc23636a1dd2672,https://i.scdn.co/image/ab67616d00001e02e91a0455fbc23636a1dd2672,HNDRXX,2017-08-04,https://open.spotify.com/track/2Ce5IyMlVRVvN997ZJjJJA,,0.0
2CeKVsFFXG4QzA415QygGb,Feid,Feliz Cumpleaños Ferxxo,UMLE - Latino,F,Major,4 beats,0.865,0.573,0.0678,0.0863,0.0,0.305,0.563,-5.501,94.999,155960,54,624439950,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3,https://i.scdn.co/image/ab67616d00001e0273456ed697350847810e52b3,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,2022-09-14,https://open.spotify.com/track/2CeKVsFFXG4QzA415QygGb,,0.0
2CoMYp2uIKsT09nreEZnZn,Bad Bunny,BENDICIONES,Rimas Entertainment LLC,B,Major,4 beats,0.828,0.581,0.0725,0.0378,0.0,0.103,0.843,-9.909,143.995,155060,2,11734889,https://i.scdn.co/image/ab67616d0000b273ae879683217d488c39600092,https://i.scdn.co/image/ab67616d00001e02ae879683217d488c39600092,LAS QUE NO IBAN A SALIR,2020-05-10,https://open.spotify.com/track/2CoMYp2uIKsT09nreEZnZn,,0.0
2CvOqDpQIMw69cCzWqr5yr,Beyoncé,Halo,Music World Music/Columbia,B,Minor,4 beats,0.422,0.712,0.1,0.273,0.0,0.051,0.471,-5.907,78.454,261160,18,71351519,https://i.scdn.co/image/ab67616d0000b273b4c5982e1b92f97a126fc18c,https://i.scdn.co/image/ab67616d00001e02b4c5982e1b92f97a126fc18c,I AM...SASHA FIERCE - Platinum Edition,2008,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr,,0.0
2D0dj3hVkRQJCp63cxCPEx,"Curtis Waters, Harm Franklin",Stunnin' (feat. Harm Franklin) (Explicit),BMG Rights Management (US) LLC,B,Minor,4 beats,0.885,0.685,0.0627,0.33,0.0,0.148,0.937,-6.429,99.954,144000,16,115243842,https://i.scdn.co/image/ab67616d0000b273c8e201b69f790a7c6e7e1429,https://i.scdn.co/image/ab67616d00001e02c8e201b69f790a7c6e7e1429,Stunnin' (feat. Harm Franklin),2020-05-19,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx,,0.0
2D1MK9oaxy7axXggy3iVbp,"Nicki Minaj, Lil Wayne",Rich Sex (feat. Lil Wayne),Young Money/Cash Money Records,A,Major,4 beats,0.879,0.635,0.259,0.0517,0.0,0.0786,0.568,-5.098,146.97,192600,1,4199291,https://i.scdn.co/image/ab67616d0000b273540ab7c149079184e8724dc4,https://i.scdn.co/image/ab67616d00001e02540ab7c149079184e8724dc4,Queen,2018-08-10,https://open.spotify.com/track/2D1MK9oaxy7axXggy3iVbp,,0.0
2D2w9943rsnJOGCrI4aMQp,"21 Savage, Metro Boomin",My Choppa Hate Niggas,"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",C,Minor,4 beats,0.862,0.274,0.416,0.0974,0.185,0.183,0.154,-5.818,77.492,148640,1,4219006,https://i.scdn.co/image/ab67616d0000b2730db43130a9aaa7bae56967ed,https://i.scdn.co/image/ab67616d00001e020db43130a9aaa7bae56967ed,Without Warning,2017-10-30,https://open.spotify.com/track/2D2w9943rsnJOGCrI4aMQp,,0.0
2D3z17LBMJ2HEHeBFFjTLi,J Balvin,Reggaeton,UMLE - Latino,E,Minor,4 beats,0.747,0.74,0.191,0.0165,9.94e-05,0.101,0.552,-4.325,176.059,158800,23,149283116,https://i.scdn.co/image/ab67616d0000b27304d849b0b580859bdb70e644,https://i.scdn.co/image/ab67616d00001e0204d849b0b580859bdb70e644,Reggaeton,2018-11-17,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi,,0.0
2D4dV2KXDTszzJ3p3cFqhA,The Weeknd,Less Than Zero,XO / Republic Records,C,Major,4 beats,0.535,0.791,0.0327,0.00096,0.000155,0.0788,0.5,-5.55,142.981,211814,3,28957091,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,https://i.scdn.co/image/ab67616d00001e024ab2520c2c77a1d66b9ee21d,Dawn FM,2022-01-06,https://open.spotify.com/track/2D4dV2KXDTszzJ3p3cFqhA,,0.0
2DB4DdfCFMw1iaR6JaR03a,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),Epic,G#/Ab,Major,4 beats,0.756,0.697,0.0401,0.182,0.0,0.333,0.956,-6.377,94.996,206071,41,491633142,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,https://i.scdn.co/image/ab67616d00001e02370ed6a9ced20874385fb147,Familia,2022-04-07,https://open.spotify.com/track/2DB4DdfCFMw1iaR6JaR03a,,0.0
2DEZmgHKAvm41k4J3R2E9Y,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,Rimas Entertainment LLC,D,Major,4 beats,0.607,0.829,0.379,0.0103,0.0,0.107,0.685,-4.074,96.172,295177,39,405534381,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,https://i.scdn.co/image/ab67616d00001e02548f7ec52da7313de0c5e4a0,YHLQMDLG,2020-02-29,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,,0.0
2DGa7iaidT5s0qnINlwMjJ,Alan Walker,The Spectre,Kreatell Music,C#/Db,Minor,4 beats,0.654,0.711,0.0383,0.0214,0.00191,0.0903,0.198,-7.437,127.957,193788,4,13709297,https://i.scdn.co/image/ab67616d0000b273d239e1cf98ae911357464614,https://i.scdn.co/image/ab67616d00001e02d239e1cf98ae911357464614,The Spectre,2017-09-15,https://open.spotify.com/track/2DGa7iaidT5s0qnINlwMjJ,,0.0
2DQ1ITjI0YoLFzuADN1ZBW,"G-Eazy, A$AP Rocky, Cardi B",No Limit,BPG/RVG/RCA Records,C#/Db,Major,4 beats,0.838,0.771,0.244,0.0117,0.0,0.0853,0.405,-3.791,175.957,245387,30,160485880,https://i.scdn.co/image/ab67616d0000b273046527a9c176f7c2916f3530,https://i.scdn.co/image/ab67616d00001e02046527a9c176f7c2916f3530,The Beautiful & Damned,2017-12-15,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW,,0.0
2DQNYMRjisN3KAPj1bEwOI,"Internet Money, Gunna, Don Toliver, NAV",Lemonade (feat. NAV),Internet Money Records / TenThousand Projects,C#/Db,Minor,4 beats,0.8,0.658,0.079,0.25,0.0,0.111,0.462,-6.142,140.042,195429,5,52415980,https://i.scdn.co/image/ab67616d0000b2738de76cfb913ec21e57ed0dee,https://i.scdn.co/image/ab67616d00001e028de76cfb913ec21e57ed0dee,B4 The Storm,2020-08-29,https://open.spotify.com/track/2DQNYMRjisN3KAPj1bEwOI,,0.0
2DTpP3caqX3QdJIEoS83mD,"Joyner Lucas, J. Cole",Your Heart,Twenty Nine Music Group,F#/Gb,Minor,4 beats,0.861,0.637,0.133,0.392,0.0,0.0929,0.754,-7.701,87.006,198621,2,12781969,https://i.scdn.co/image/ab67616d0000b2730ccce58d0ad92da7564800fd,https://i.scdn.co/image/ab67616d00001e020ccce58d0ad92da7564800fd,Your Heart,2021-09-24,https://open.spotify.com/track/2DTpP3caqX3QdJIEoS83mD,,0.0
2DgdHcjWmO3qd50RzuBLgZ,Panic! At The Disco,House of Memories,Decaydance/Fueled By Ramen,B,Minor,4 beats,0.506,0.817,0.0335,0.00272,0.0,0.0486,0.506,-5.051,109.952,208707,18,140474129,https://i.scdn.co/image/ab67616d0000b27323152d9337d6c57b116ed13a,https://i.scdn.co/image/ab67616d00001e0223152d9337d6c57b116ed13a,Death of a Bachelor,2016-01-15,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ,,0.0
2DhNdoHxavs7Qtf5MnhZD0,"Bad Bunny, Gabriela",EN CASITA,Rimas Entertainment LLC,C,Major,4 beats,0.779,0.764,0.0938,0.221,0.000669,0.0909,0.675,-8.217,158.093,176440,1,5364262,https://i.scdn.co/image/ab67616d0000b273ae879683217d488c39600092,https://i.scdn.co/image/ab67616d00001e02ae879683217d488c39600092,LAS QUE NO IBAN A SALIR,2020-05-10,https://open.spotify.com/track/2DhNdoHxavs7Qtf5MnhZD0,,0.0
2DlIwu1iDTILEMXA7MUotn,P!nk,Beautiful Trauma,RCA Records Label,G,Major,4 beats,0.412,0.619,0.0723,0.0868,2.55e-06,0.4,0.234,-6.39,95.943,250053,1,3909916,https://i.scdn.co/image/ab67616d0000b27397ccfc62cf466b6a5ae6b67f,https://i.scdn.co/image/ab67616d00001e0297ccfc62cf466b6a5ae6b67f,Beautiful Trauma,2017-10-13,https://open.spotify.com/track/2DlIwu1iDTILEMXA7MUotn,,0.0
2DnH4XlEkghUdE8ymdVom5,Lil Wayne,Open Letter,"Young Money Records, Inc.",A,Minor,4 beats,0.765,0.55,0.357,0.0283,0.0,0.139,0.361,-6.299,97.004,269287,1,8298060,https://i.scdn.co/image/ab67616d0000b273bb1138165ad4ec2306f4e886,https://i.scdn.co/image/ab67616d00001e02bb1138165ad4ec2306f4e886,Tha Carter V,2018-09-28,https://open.spotify.com/track/2DnH4XlEkghUdE8ymdVom5,,0.0
2DuPBbS5mIldXnh7Wum8Cy,Adele,My Little Love,Columbia,C#/Db,Major,4 beats,0.339,0.492,0.0559,0.829,0.00377,0.147,0.102,-10.661,151.865,389107,3,37508246,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7,https://i.scdn.co/image/ab67616d00001e02c6b577e4c4a6d326354a89f7,30,2021-11-19,https://open.spotify.com/track/2DuPBbS5mIldXnh7Wum8Cy,,0.0
2E124GmJRnBJuXbTb4cPUB,"6ix9ine, Nicki Minaj, Murda Beatz",FEFE (feat. Nicki Minaj & Murda Beatz),"ScumGang Records / TenThousand Projects, LLC",C#/Db,Major,4 beats,0.931,0.387,0.412,0.088,0.0,0.136,0.376,-9.127,125.978,179405,20,338336204,https://i.scdn.co/image/ab67616d0000b273a16370461881d18ace95d83f,https://i.scdn.co/image/ab67616d00001e02a16370461881d18ace95d83f,FEFE (feat. Nicki Minaj & Murda Beatz),2018-07-22,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB,,0.0
2E82gORVSA7UMEz5M1IP3b,KAROL G,Punto G,UMLE - Latino,F#/Gb,Major,4 beats,0.791,0.746,0.0907,0.00938,0.000117,0.125,0.905,-4.716,165.994,183160,3,14520988,https://i.scdn.co/image/ab67616d0000b273813d0c955d8224bd5f919a75,https://i.scdn.co/image/ab67616d00001e02813d0c955d8224bd5f919a75,OCEAN,2019-05-03,https://open.spotify.com/track/2E82gORVSA7UMEz5M1IP3b,,0.0
2EBnvom1dTybtm75a3Xh1T,Tate McRae,feel like shit,RCA Records Label,G,Major,4 beats,0.508,0.378,0.0473,0.516,0.0,0.119,0.161,-7.158,144.962,204315,3,19541560,https://i.scdn.co/image/ab67616d0000b273886ff9882f35c82d652a9cf5,https://i.scdn.co/image/ab67616d00001e02886ff9882f35c82d652a9cf5,feel like shit,2021-11-11,https://open.spotify.com/track/2EBnvom1dTybtm75a3Xh1T,,0.0
2EEeOnHehOozLq4aS0n6SL,"KYLE, Lil Yachty",iSpy (feat. Lil Yachty),independently popular.,G,Major,4 beats,0.746,0.653,0.289,0.378,0.0,0.229,0.672,-6.745,75.016,253107,48,365725976,https://i.scdn.co/image/ab67616d0000b27332e373f2988bc6596a542d1c,https://i.scdn.co/image/ab67616d00001e0232e373f2988bc6596a542d1c,iSpy (feat. Lil Yachty),2016-12-02,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,,0.0
2EEmzqzM70CybVspgM7YRT,"Mau y Ricky, Camilo, Lunay",La Boca - Remix,Sony Music Latin,B,Minor,4 beats,0.691,0.773,0.0355,0.236,0.0,0.329,0.85,-3.812,92.992,188468,9,45255270,https://i.scdn.co/image/ab67616d0000b27356691611881b4a9bf70b8732,https://i.scdn.co/image/ab67616d00001e0256691611881b4a9bf70b8732,La Boca (Remix),2019-07-17,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,,0.0
2EFZ9emtKWEglWUQGEQ3P9,Taylor Swift,Never Grow Up (Taylor's Version),Taylor Swift,D,Major,4 beats,0.685,0.323,0.0289,0.851,0.0,0.198,0.569,-7.103,125.058,292920,1,13030078,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,https://i.scdn.co/image/ab67616d00001e020b04da4f224b51ff86e0a481,Speak Now (Taylor's Version),2023-07-07,https://open.spotify.com/track/2EFZ9emtKWEglWUQGEQ3P9,,0.0
2EGtBS7Ws3ajiSkJLviFJ4,"ScHoolboy Q, Travis Scott",CHopstix (feat. Travis Scott),Top Dawg Entertainment/Interscope Records,A,Minor,4 beats,0.958,0.597,0.111,0.0457,0.0,0.138,0.619,-7.092,127.931,180453,3,6317461,https://i.scdn.co/image/ab67616d0000b273f2149422121d1674c6f4c009,https://i.scdn.co/image/ab67616d00001e02f2149422121d1674c6f4c009,CrasH Talk,2019-04-26,https://open.spotify.com/track/2EGtBS7Ws3ajiSkJLviFJ4,,0.0
2ENexcMEMsYk0rVJigVD3i,Rihanna,Only Girl (In The World),Def Jam Recordings,B,Minor,4 beats,0.789,0.706,0.0429,0.112,1.71e-05,0.0586,0.638,-4.233,125.911,235493,2,18052303,https://i.scdn.co/image/ab67616d0000b27331548865f7c729290b96c794,https://i.scdn.co/image/ab67616d00001e0231548865f7c729290b96c794,Loud,2010-01-01,https://open.spotify.com/track/2ENexcMEMsYk0rVJigVD3i,,0.0
2Ec33AVlkTTq8BHFgBTdQs,Lil Uzi Vert,Futsal Shuffle 2020,Generation Now/Atlantic,G,Minor,4 beats,0.881,0.457,0.156,0.0327,0.0,0.231,0.296,-8.191,136.97,198913,12,119905873,https://i.scdn.co/image/ab67616d0000b2738cb197aacaa0b6eadc426e16,https://i.scdn.co/image/ab67616d00001e028cb197aacaa0b6eadc426e16,Futsal Shuffle 2020,2019-12-12,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,,0.0
2Eeur20xVqfUoM3Q7EFPFt,Taylor Swift,the last great american dynasty,Taylor Swift,G,Major,4 beats,0.686,0.662,0.0413,0.467,0.0023,0.109,0.706,-8.505,147.922,230999,5,50961614,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc,https://i.scdn.co/image/ab67616d00001e0295f754318336a07e85ec59bc,folklore,2020-07-24,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt,,0.0
2EhJijFUs0WUmNClDBpYJq,Juice WRLD,Make It Back,Epic/Freebandz/Grade A/Interscope,C#/Db,Minor,4 beats,0.75,0.387,0.487,0.122,0.0,0.0993,0.739,-10.123,143.019,102560,1,4026639,https://i.scdn.co/image/ab67616d0000b273644c510e8d4c02ae69028297,https://i.scdn.co/image/ab67616d00001e02644c510e8d4c02ae69028297,Future & Juice WRLD Present... WRLD ON DRUGS,2018-10-19,https://open.spotify.com/track/2EhJijFUs0WUmNClDBpYJq,,0.0
2EjXfH91m7f8HiJN1yQg97,Brenda Lee,Rockin' Around The Christmas Tree,MCA Nashville,G#/Ab,Major,4 beats,0.589,0.472,0.0502,0.614,0.0,0.505,0.898,-8.749,67.196,126267,44,811051899,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3,https://i.scdn.co/image/ab67616d00001e027845f74d6db14b400fa61cd3,Merry Christmas From Brenda Lee,1964-10-19,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,,0.0
2EzRdhuoPyNJDlep7lnNf2,Danny Ocean,Dembow,Atlantic Records,F#/Gb,Major,4 beats,0.802,0.744,0.078,0.0807,0.0,0.0917,0.45,-5.968,99.983,215083,29,169357751,https://i.scdn.co/image/ab67616d0000b273418acc3f747c7a42f91c72c6,https://i.scdn.co/image/ab67616d00001e02418acc3f747c7a42f91c72c6,Dembow,2017-12-08,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2,,0.0
2FBUoWkIuQXwayw2RNo5l6,Drake,Hotline Bling,Cash Money Records/Young Money Ent./Universal Rec.,D,Major,4 beats,0.903,0.62,0.0587,0.00347,0.000119,0.0504,0.539,-8.094,134.96,267067,7,20984841,https://i.scdn.co/image/ab67616d0000b273726abca207567d5e41cb9667,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,Views,2016-05-06,https://open.spotify.com/track/2FBUoWkIuQXwayw2RNo5l6,,0.0
2FDTHlrBguDzQkp7PVj16Q,"Dave, Central Cee",Sprinter,Neighbourhood / Live Yours,C#/Db,Major,4 beats,0.916,0.583,0.241,0.186,0.0,0.0798,0.661,-8.067,141.095,226383,33,553546418,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60,https://i.scdn.co/image/ab67616d00001e02e3a09a9ae3f1fa102c110e60,Sprinter,2023-06-01,https://open.spotify.com/track/2FDTHlrBguDzQkp7PVj16Q,,0.0
2FPfeYlrbSBR8PwCU0zaqq,Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered 1999,Capitol Records,G#/Ab,Major,3 beats,0.262,0.137,0.0344,0.913,6.74e-06,0.267,0.288,-15.235,92.183,206600,3,28940780,https://i.scdn.co/image/ab67616d0000b27394fd2e614d0862bdd2592594,https://i.scdn.co/image/ab67616d00001e0294fd2e614d0862bdd2592594,A Jolly Christmas From Frank Sinatra,1957-09,https://open.spotify.com/track/2FPfeYlrbSBR8PwCU0zaqq,,0.0
2FRnf9qhLbvw8fu4IBXx78,Wham!,Last Christmas,Epic,D,Major,4 beats,0.735,0.478,0.0293,0.189,2.48e-06,0.355,0.947,-12.472,107.682,262960,42,853300418,https://i.scdn.co/image/ab67616d0000b273f2d2adaa21ad616df6241e7d,https://i.scdn.co/image/ab67616d00001e02f2d2adaa21ad616df6241e7d,LAST CHRISTMAS,1984-11-29,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,,0.0
2FSGUA0gFgGeQdprjtGM2M,"KAROL G, Mariah Angeliq",EL MAKINON,UMLE - Latino,F,Minor,4 beats,0.635,0.706,0.125,0.256,0.0,0.108,0.443,-3.224,88.863,209160,25,233123126,https://i.scdn.co/image/ab67616d0000b273ae28c8f2748587cc2a33d6c2,https://i.scdn.co/image/ab67616d00001e02ae28c8f2748587cc2a33d6c2,KG0516,2021-03-26,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M,,0.0
2FUNBaa5DwItJtYEBgAblU,21 Savage,monster,"Slaughter Gang, LLC/Epic Records",A,Minor,4 beats,0.89,0.607,0.124,0.158,0.000228,0.118,0.224,-6.916,134.022,233040,7,53806382,https://i.scdn.co/image/ab67616d0000b2731afd2e526e3723dd4a9fb4c8,https://i.scdn.co/image/ab67616d00001e021afd2e526e3723dd4a9fb4c8,i am > i was,2018-12-21,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU,,0.0
2FVpOsjT1iquZ3SpCjZ9Ne,BTS,Telepathy,BIGHIT MUSIC,F,Minor,4 beats,0.787,0.669,0.0428,0.00782,0.0,0.123,0.57,-4.333,104.994,202313,2,23500396,https://i.scdn.co/image/ab67616d0000b2733deb4b0115410a85afe31c29,https://i.scdn.co/image/ab67616d00001e023deb4b0115410a85afe31c29,BE,2020-11-20,https://open.spotify.com/track/2FVpOsjT1iquZ3SpCjZ9Ne,,0.0
2FXd6kKCtBIc6UfN1gH1pA,TWICE,FANCY,Republic Records - TWICE,F,Minor,4 beats,0.697,0.874,0.045,0.0122,0.0,0.627,0.775,-2.15,132.022,213886,2,10605793,https://i.scdn.co/image/ab67616d0000b273b539c6984fe2d08f31800248,https://i.scdn.co/image/ab67616d00001e02b539c6984fe2d08f31800248,FANCY YOU,2019-04-22,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA,,0.0
2FY7b99s15jUprqC0M5NCT,Imagine Dragons,Natural,Kid Ina Korner / Interscope,D,Major,4 beats,0.704,0.611,0.0409,0.217,0.0,0.0812,0.22,-6.112,100.0,189467,47,212100771,https://i.scdn.co/image/ab67616d0000b273da6f73a25f4c79d0e6b4a8bd,https://i.scdn.co/image/ab67616d00001e02da6f73a25f4c79d0e6b4a8bd,Origins (Deluxe),2018-11-09,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,,0.0
2FYGZDfsAnNsrm1gVbyKnG,ROSALÍA,SAOKO,Columbia,C,Major,4 beats,0.827,0.768,0.265,0.79,2.45e-05,0.497,0.734,-5.702,99.988,137533,4,19665045,https://i.scdn.co/image/ab67616d0000b273ac8367a27c0eb7195dc3a58d,https://i.scdn.co/image/ab67616d00001e02ac8367a27c0eb7195dc3a58d,MOTOMAMI,2022-03-18,https://open.spotify.com/track/2FYGZDfsAnNsrm1gVbyKnG,,0.0
2FeBslNBMdR9V58uv6hd2t,Kendrick Lamar,N95,pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,C#/Db,Major,4 beats,0.79,0.67,0.105,0.377,2.32e-06,0.119,0.408,-5.527,139.956,195950,3,70306137,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,https://i.scdn.co/image/ab67616d00001e02f30764d5fa1e439ad6a7742f,Mr. Morale & The Big Steppers,2022-05-13,https://open.spotify.com/track/2FeBslNBMdR9V58uv6hd2t,,0.0
2FhEj9lvEIaJihjFprRrGt,"Pop Smoke, Quavo, Future",Snitching (feat. Quavo & Future),Victor Victor Worldwide,G#/Ab,Major,4 beats,0.944,0.579,0.191,0.0381,0.0,0.253,0.769,-4.961,135.033,259346,1,6102253,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,https://i.scdn.co/image/ab67616d00001e0277ada0863603903f57b34369,Shoot For The Stars Aim For The Moon,2020-07-03,https://open.spotify.com/track/2FhEj9lvEIaJihjFprRrGt,,0.0
2FiSTH0GYpIioUgjfzMIja,"Kygo, Maty Noyes",Stay (feat. Maty Noyes),Kygo,G#/Ab,Major,4 beats,0.648,0.736,0.0385,0.0444,0.000137,0.171,0.378,-7.948,103.027,239465,1,2598170,https://i.scdn.co/image/ab67616d0000b2737247979b8bc6027bf97043ef,https://i.scdn.co/image/ab67616d00001e027247979b8bc6027bf97043ef,Cloud Nine,2016-05-13,https://open.spotify.com/track/2FiSTH0GYpIioUgjfzMIja,,0.0
2FoahzOSxJnalPA8aBUme3,21 Savage,all of me,"Slaughter Gang, LLC/Epic Records",F,Minor,4 beats,0.653,0.805,0.304,0.12,1.17e-05,0.842,0.791,-5.708,159.947,198293,2,23466160,https://i.scdn.co/image/ab67616d0000b27369c2e8a818640b05fac2fdfd,https://i.scdn.co/image/ab67616d00001e0269c2e8a818640b05fac2fdfd,american dream,2024-01-12,https://open.spotify.com/track/2FoahzOSxJnalPA8aBUme3,,0.0
